IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,URY,Uruguay,Year,2011,false,,,,,,,,,,,,,29.78,,,,,,29.78,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,GIN,Guinea,Year,2011,true,,,,,,,,,,,,,3,,,,,,3,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ESP,Spain,Year,2011,false,,,,,,,,,,,,,30.5,,,,,,30.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,DNK,Denmark,Year,2011,false,,,,,,,,,,,,,31.3,,,,,,31.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2011,false,,,,,,,,,,,,,31.4,,,,,,31.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ISL,Iceland,Year,2011,false,,,,,,,,,,,,,32.9,,,,,,32.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,PRT,Portugal,Year,2011,false,,,,,,,,,,,,,33.7,,,,,,33.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2011,true,,,,,,,,,,,,,34,,,,,,34,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2011,false,,,,,,,,,,,,,34.5,,,,,,34.5,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2011,false,,,,,,,,,,,,,34.61,,,,,,34.61,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2011,false,,,,,,,,,,,,,35.12,,,,,,35.12,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ITA,Italy,Year,2011,false,,,,,,,,,,,,,35.2,,,,,,35.2,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,GRD,Grenada,Year,2011,false,,,,,,,,,,,,,35.98,,,,,,35.98,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2011,true,,,,,,,,,,,,,36,,,,,,36,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2011,false,,,,,,,,,,,,,37,,,,,,37,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ARM,Armenia,Year,2011,false,,,,,,,,,,,,,37.44,,,,,,37.44,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2011,false,,,,,,,,,,,,,37.9,,,,,,37.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2011,false,,,,,,,,,,,,,38.4,,,,,,38.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2011,false,,,,,,,,,,,,,39.77,,,,,,39.77,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,,,,,,,,,,,,,4.4,,,,,,4.4,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2011,false,,,,,,,,,,,,,40.68,,,,,,40.68,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,NOR,Norway,Year,2011,false,,,,,,,,,,,,,41.9,,,,,,41.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2011,false,,,,,,,,,,,,,43.22,,,,,,43.22,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MLT,Malta,Year,2011,false,,,,,,,,,,,,,43.82,,,,,,43.82,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,ARG,Argentina,Year,2011,false,,,,,,,,,,,,,43.91,,,,,,43.91,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,GRC,Greece,Year,2011,false,,,,,,,,,,,,,44.7,,,,,,44.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2011,false,,,,,,,,,,,,,45.08,,,,,,45.08,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2011,false,,,,,,,,,,,,,46.19,,,,,,46.19,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2011,false,,,,,,,,,,,,,46.2,,,,,,46.2,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2011,false,,,,,,,,,,,,,46.98,,,,,,46.98,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2011,false,,,,,,,,,,,,,49.45,,,,,,49.45,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2011,false,,,,,,,,,,,,,5.2,,,,,,5.2,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2011,false,,,,,,,,,,,,,50.5,,,,,,50.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CUB,Cuba,Year,2011,false,,,,,,,,,,,,,50.8,,,,,,50.8,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2011,false,,,,,,,,,,,,,52.8,,,,,,52.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2011,false,,,,,,,,,,,,,53.6,,,,,,53.6,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SRB,Serbia,Year,2011,false,,,,,,,,,,,,,54.29,,,,,,54.29,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2011,false,,,,,,,,,,,,,55.2,,,,,,55.2,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,HRV,Croatia,Year,2011,false,,,,,,,,,,,,,58.44,,,,,,58.44,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LVA,Latvia,Year,2011,false,,,,,,,,,,,,,58.8,,,,,,58.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2011,false,,,,,,,,,,,,,6,,,,,,6,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2011,false,,,,,,,,,,,,,6.2,,,,,,6.2,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,HND,Honduras,Year,2011,false,,,,,,,,,,,,,6.23,,,,,,6.23,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,IND,India,Year,2011,false,,,,,,,,,,,,,6.3,,,,,,6.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2011,false,,,,,,,,,,,,,6.6,,,,,,6.6,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BEL,Belgium,Year,2011,false,,,,,,,,,,,,,60.5,,,,,,60.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2011,false,,,,,,,,,,,,,60.5,,,,,,60.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2011,false,,,,,,,,,,,,,61.89,,,,,,61.89,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ROU,Romania,Year,2011,false,,,,,,,,,,,,,63.1,,,,,,63.1,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2011,false,,,,,,,,,,,,,63.6,,,,,,63.6,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2011,false,,,,,,,,,,,,,64.49,,,,,,64.49,,Eurostat (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,POL,Poland,Year,2011,false,,,,,,,,,,,,,66.3,,,,,,66.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2011,true,,,,,,,,,,,,,7,,,,,,7,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2011,true,,,,,,,,,,,,,7,,,,,,7,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,TGO,Togo,Year,2011,true,,,,,,,,,,,,,7,,,,,,7,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2011,false,,,,,,,,,,,,,7,,,,,,7,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CZE,Czechia,Year,2011,false,,,,,,,,,,,,,70.6,,,,,,70.6,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2011,false,,,,,,,,,,,,,71.1,,,,,,71.1,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,HUN,Hungary,Year,2011,false,,,,,,,,,,,,,71.9,,,,,,71.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2011,false,,,,,,,,,,,,,74.3,,,,,,74.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,AUT,Austria,Year,2011,false,,,,,,,,,,,,,76.8,,,,,,76.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2011,false,,,,,,,,,,,,,8.4,,,,,,8.4,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2011,false,,,,,,,,,,,,,8.5,,,,,,8.5,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,DEU,Germany,Year,2011,false,,,,,,,,,,,,,83.8,,,,,,83.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,GHA,Ghana,Year,2011,true,,,,,,,,,,,,,9,,,,,,9,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2011,false,,,,,,,,,,,,,9.32,,,,,,9.32,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2011,false,,,,,,,,,,,,,90.49,,,,,,90.49,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2011,false,,,,,,,,,,,,,94.2,,,,,,94.2,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2011,false,,,,,,,,,,,,,95.3,,,,,,95.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,MLI,Mali,Year,2010,true,,,,,,,,,,,,,1,,,,,,1,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2010,false,,,,,,,,,,,,,10.5,,,,,,10.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2010,false,,,,,,,,,,,,,10.6,,,,,,10.6,,Philippine Statistical Yearbook 2017,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2010,false,,,,,,,,,,,,,11.26,,,,,,11.26,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2010,false,,,,,,,,,,,,,114.5,,,,,,114.5,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2010,false,,,,,,,,,,,,,12.3,,,,,,12.3,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2010,false,,,,,,,,,,,,,12.4,,,,,,12.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2010,true,,,,,,,,,,,,,13,,,,,,13,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2010,false,,,,,,,,,,,,,13,,,,,,13,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2010,false,,,,,,,,,,,,,135.1,,,,,,135.1,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,KEN,Kenya,Year,2010,true,,,,,,,,,,,,,14,,,,,,14,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2010,false,,,,,,,,,,,,,14.15,,,,,,14.15,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,COL,Colombia,Year,2010,false,,,,,,,,,,,,,14.8,,,,,,14.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2010,true,,,,,,,,,,,,,143,,,,,,143,,WHO SEARO Health System Profiles,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2010,false,,,,,,,,,,,,,15.4,,,,,,15.4,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2010,false,,,,,,,,,,,,,15.9,,,,,,15.9,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2010,false,,,,,,,,,,,,,15.93,,,,,,15.93,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2010,false,,,,,,,,,,,,,17.3,,,,,,17.3,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2010,false,,,,,,,,,,,,,17.4,,,,,,17.4,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2010,false,,,,,,,,,,,,,17.63,,,,,,17.63,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,false,,,,,,,,,,,,,17.7,,,,,,17.7,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2010,false,,,,,,,,,,,,,17.7,,,,,,17.7,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,BWA,Botswana,Year,2010,true,,,,,,,,,,,,,18,,,,,,18,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2010,false,,,,,,,,,,,,,18,,,,,,18,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2010,false,,,,,,,,,,,,,19.3,,,,,,19.3,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2010,true,,,,,,,,,,,,,2,,,,,,2,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2010,false,,,,,,,,,,,,,20,,,,,,20,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2010,true,,,,,,,,,,,,,20,,,,,,20,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CHL,Chile,Year,2010,false,,,,,,,,,,,,,20.4,,,,,,20.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2010,false,,,,,,,,,,,,,20.9,,,,,,20.9,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2010,true,,,,,,,,,,,,,21,,,,,,21,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2010,true,,,,,,,,,,,,,21,,,,,,21,,WHO AFRO regional observatory,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2010,false,,,,,,,,,,,,,21.38,,,,,,21.38,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,COM,Comoros,Year,2010,true,,,,,,,,,,,,,21.6,,,,,,21.6,,Official report to WHO,EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2010,false,,,,,,,,,,,,,22.04,,,,,,22.04,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,PAN,Panama,Year,2010,false,,,,,,,,,,,,,22.99,,,,,,22.99,,WHO PAHO PLISA (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2010,true,,,,,,,,,,,,,23,,,,,,23,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BRA,Brazil,Year,2010,false,,,,,,,,,,,,,23.7,,,,,,23.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
